%Mrecord 0 (time variation) cell 1148 col 28 row 28
%CardiacSheet v5.7  Fri Sep 13 16:27:36 2013
%Reserved for the runlabel
%dt 10 usec  PrintInterval 50 usec
%:time (mS)      stim   Vm (mV)
     4.900       0 0     -56.8
     4.950       0 0     -56.8
     5.000       0 0     -56.7
     5.050       0 0     -56.7
     5.100       0 0     -56.6
     5.150       0 0     -56.6
     5.200       0 0     -56.5
     5.250       0 0     -56.5
     5.300       0 0     -56.4
     5.350       0 0     -56.3
     5.400       0 0     -56.3
     5.450       0 0     -56.2
     5.500       0 0     -56.1
     5.550       0 0     -56.0
     5.600       0 0     -55.9
     5.650       0 0     -55.8
     5.700       0 0     -55.7
     5.750       0 0     -55.6
     5.800       0 0     -55.5
     5.850       0 0     -55.4
     5.900       0 0     -55.3
     5.950       0 0     -55.1
     6.000       0 0     -55.0
     6.050       0 0     -54.8
     6.100       0 0     -54.6
     6.150       0 0     -54.5
     6.200       0 0     -54.3
     6.250       0 0     -54.0
     6.300       0 0     -53.8
     6.350       0 0     -53.5
     6.400       0 0     -53.2
     6.450       0 0     -52.9
     6.500       0 0     -52.5
     6.550       0 0     -52.0
     6.600       0 0     -51.5
     6.650       0 0     -50.9
     6.700       0 0     -50.2
     6.750       0 0     -49.4
     6.800       0 0     -48.3
     6.850       0 0     -46.9
     6.900       0 0     -45.1
     6.950       0 0     -42.6
     7.000       0 0     -38.8
     7.050       0 0     -33.0
     7.100       0 0     -23.9
     7.150       0 0     -10.9
     7.200       0 0       3.6
     7.250       0 0      15.4
     7.300       0 0      23.3
     7.350       0 0      28.3
     7.400       0 0      31.4
     7.450       0 0      33.3
     7.500       0 0      34.6
     7.550       0 0      35.5
     7.600       0 0      36.1
     7.650       0 0      36.6
     7.700       0 0      37.0
     7.750       0 0      37.2
     7.800       0 0      37.5
     7.850       0 0      37.7
     7.900       0 0      37.9
     7.950       0 0      38.1
     8.000       0 0      38.3
     8.050       0 0      38.5
     8.100       0 0      38.8
     8.150       0 0      39.0
     8.200       0 0      39.2
     8.250       0 0      39.4
     8.300       0 0      39.6
     8.350       0 0      39.8
     8.400       0 0      40.0
     8.450       0 0      40.2
     8.500       0 0      40.4
     8.550       0 0      40.6
     8.600       0 0      40.7
     8.650       0 0      40.9
     8.700       0 0      41.1
     8.750       0 0      41.3
     8.800       0 0      41.5
     8.850       0 0      41.7
     8.900       0 0      41.8
     8.950       0 0      42.0
     9.000       0 0      42.2
     9.050       0 0      42.3
     9.100       0 0      42.5
     9.150       0 0      42.6
     9.200       0 0      42.8
     9.250       0 0      42.9
     9.300       0 0      43.1
     9.350       0 0      43.2
     9.400       0 0      43.3
     9.450       0 0      43.4
     9.500       0 0      43.6
     9.550       0 0      43.7
     9.600       0 0      43.8
     9.650       0 0      43.9
     9.700       0 0      44.0
     9.750       0 0      44.0
     9.800       0 0      44.1
     9.850       0 0      44.2
     9.900       0 0      44.3
     9.950       0 0      44.3
    10.000       0 0      44.4
    10.050       0 0      44.5
    10.100       0 0      44.5
    10.150       0 0      44.6
    10.200       0 0      44.6
    10.250       0 0      44.6
    10.300       0 0      44.7
    10.350       0 0      44.7
    10.400       0 0      44.7
    10.450       0 0      44.8
    10.500       0 0      44.8
    10.550       0 0      44.8
    10.600       0 0      44.8
    10.650       0 0      44.8
    10.700       0 0      44.9
    10.750       0 0      44.9
    10.800       0 0      44.9
    10.850       0 0      44.9
    10.900       0 0      44.9
    10.950       0 0      44.9
    11.000       0 0      44.9
    11.050       0 0      44.9
    11.100       0 0      44.9
    11.150       0 0      44.9
    11.200       0 0      44.9
    11.250       0 0      44.9
    11.300       0 0      44.9
    11.350       0 0      44.9
    11.400       0 0      44.9
    11.450       0 0      44.9
    11.500       0 0      44.9
    11.550       0 0      44.9
    11.600       0 0      44.9
    11.650       0 0      44.9
    11.700       0 0      44.9
    11.750       0 0      44.9
    11.800       0 0      44.9
    11.850       0 0      44.9
    11.900       0 0      44.9
    11.950       0 0      44.8
    12.000       0 0      44.8
    12.050       0 0      44.8
    12.100       0 0      44.8
    12.150       0 0      44.8
    12.200       0 0      44.8
    12.250       0 0      44.8
    12.300       0 0      44.8
    12.350       0 0      44.8
    12.400       0 0      44.8
    12.450       0 0      44.8
    12.500       0 0      44.8
    12.550       0 0      44.8
    12.600       0 0      44.8
    12.650       0 0      44.8
    12.700       0 0      44.8
    12.750       0 0      44.8
    12.800       0 0      44.8
    12.850       0 0      44.8
    12.900       0 0      44.8
    12.950       0 0      44.7
    13.000       0 0      44.7
    13.050       0 0      44.7
    13.100       0 0      44.7
    13.150       0 0      44.7
    13.200       0 0      44.7
    13.250       0 0      44.7
    13.300       0 0      44.7
    13.350       0 0      44.7
    13.400       0 0      44.7
    13.450       0 0      44.7
    13.500       0 0      44.7
    13.550       0 0      44.7
    13.600       0 0      44.7
    13.650       0 0      44.7
    13.700       0 0      44.7
    13.750       0 0      44.7
    13.800       0 0      44.7
    13.850       0 0      44.7
    13.900       0 0      44.7
    13.950       0 0      44.7
    14.000       0 0      44.7
    14.050       0 0      44.7
    14.100       0 0      44.7
    14.150       0 0      44.7
    14.200       0 0      44.7
    14.250       0 0      44.6
    14.300       0 0      44.6
    14.350       0 0      44.6
    14.400       0 0      44.6
    14.450       0 0      44.6
    14.500       0 0      44.6
    14.550       0 0      44.6
    14.600       0 0      44.6
    14.650       0 0      44.6
    14.700       0 0      44.6
    14.750       0 0      44.6
    14.800       0 0      44.6
    14.850       0 0      44.6
    14.900       0 0      44.6
    14.950       0 0      44.6
    15.000       0 0      44.6
    15.050       0 0      44.6
    15.100       0 0      44.6
    15.150       0 0      44.6
    15.200       0 0      44.6
    15.250       0 0      44.6
    15.300       0 0      44.6
    15.350       0 0      44.6
    15.400       0 0      44.5
    15.450       0 0      44.5
    15.500       0 0      44.5
    15.550       0 0      44.5
    15.600       0 0      44.5
    15.650       0 0      44.5
    15.700       0 0      44.5
    15.750       0 0      44.5
    15.800       0 0      44.5
    15.850       0 0      44.5
    15.900       0 0      44.5
    15.950       0 0      44.5
    16.000       0 0      44.5
%/ Program ends. Fri Sep 13 17:10:33 2013
% Copyright (c) Roger C. Barr 2013 All rights reserved.
