0	-6.9
1	-7
2	-8.2
3	-27
4	-63.3
5	-78.1
6	-84.3
7	-86.9
8	-87.9
9	-88.4
10	-88.5
11	-88.6
12	-88.6
13	-88.6
14	-88.7
15	-88.7
16	-88.7
17	-88.7
18	-88.7
19	-88.7
20	-88.7
21	-88.7
22	-88.7
23	-88.7
24	-88.7
25	-88.7
26	-88.6
27	-88.6
28	-88.6
29	-88.5
30	-88.4
31	-87.9
32	-86.9
33	-84.3
34	-78.1
35	-63.3
36	-27
37	-8.2
38	-7
39	-6.9
40	10.4
41	-1.2
42	-38.1
43	-60.5
44	-74.4
45	-82
46	-85.7
47	-87.4
48	-88.1
49	-88.4
50	-88.6
51	-88.6
52	-88.6
53	-88.7
54	-88.7
55	-88.7
56	-88.7
57	-88.7
58	-88.7
59	-88.7
60	-88.7
61	-88.7
62	-88.7
63	-88.7
64	-88.7
65	-88.7
66	-88.7
67	-88.6
68	-88.6
69	-88.6
70	-88.4
71	-88.1
72	-87.4
73	-85.7
74	-82
75	-74.4
76	-60.5
77	-38.1
78	-1.2
79	10.4
80	-56.9
81	-62.2
82	-70.1
83	-76.9
84	-82
85	-85.2
86	-87
87	-87.9
88	-88.3
89	-88.5
90	-88.6
91	-88.6
92	-88.6
93	-88.7
94	-88.7
95	-88.7
96	-88.7
97	-88.7
98	-88.7
99	-88.7
100	-88.7
101	-88.7
102	-88.7
103	-88.7
104	-88.7
105	-88.7
106	-88.7
107	-88.6
108	-88.6
109	-88.6
110	-88.5
111	-88.3
112	-87.9
113	-87
114	-85.2
115	-82
116	-76.9
117	-70.1
118	-62.2
119	-56.9
120	-78.4
121	-79.8
122	-81.9
123	-84.1
124	-85.9
125	-87.1
126	-87.9
127	-88.3
128	-88.5
129	-88.6
130	-88.6
131	-88.6
132	-88.7
133	-88.7
134	-88.7
135	-88.7
136	-88.7
137	-88.7
138	-88.7
139	-88.7
140	-88.7
141	-88.7
142	-88.7
143	-88.7
144	-88.7
145	-88.7
146	-88.7
147	-88.7
148	-88.6
149	-88.6
150	-88.6
151	-88.5
152	-88.3
153	-87.9
154	-87.1
155	-85.9
156	-84.1
157	-81.9
158	-79.8
159	-78.4
160	-85.2
161	-85.6
162	-86.2
163	-86.9
164	-87.6
165	-88
166	-88.3
167	-88.5
168	-88.6
169	-88.6
170	-88.6
171	-88.6
172	-88.7
173	-88.7
174	-88.7
175	-88.7
176	-88.7
177	-88.7
178	-88.7
179	-88.7
180	-88.7
181	-88.7
182	-88.7
183	-88.7
184	-88.7
185	-88.7
186	-88.7
187	-88.7
188	-88.6
189	-88.6
190	-88.6
191	-88.6
192	-88.5
193	-88.3
194	-88
195	-87.6
196	-86.9
197	-86.2
198	-85.6
199	-85.2
200	-87.5
201	-87.6
202	-87.8
203	-88.1
204	-88.3
205	-88.4
206	-88.5
207	-88.6
208	-88.6
209	-88.6
210	-88.6
211	-88.7
212	-88.7
213	-88.7
214	-88.7
215	-88.7
216	-88.7
217	-88.7
218	-88.7
219	-88.7
220	-88.7
221	-88.7
222	-88.7
223	-88.7
224	-88.7
225	-88.7
226	-88.7
227	-88.7
228	-88.7
229	-88.6
230	-88.6
231	-88.6
232	-88.6
233	-88.5
234	-88.4
235	-88.3
236	-88.1
237	-87.8
238	-87.6
239	-87.5
240	-88.3
241	-88.3
242	-88.4
243	-88.5
244	-88.5
245	-88.6
246	-88.6
247	-88.6
248	-88.6
249	-88.6
250	-88.7
251	-88.7
252	-88.7
253	-88.7
254	-88.7
255	-88.7
256	-88.7
257	-88.7
258	-88.7
259	-88.7
260	-88.7
261	-88.7
262	-88.7
263	-88.7
264	-88.7
265	-88.7
266	-88.7
267	-88.7
268	-88.7
269	-88.7
270	-88.6
271	-88.6
272	-88.6
273	-88.6
274	-88.6
275	-88.5
276	-88.5
277	-88.4
278	-88.3
279	-88.3
280	-88.5
281	-88.6
282	-88.6
283	-88.6
284	-88.6
285	-88.6
