%Mrecord 0 (time variation) cell 1148 col 28 row 28
%CardiacSheet v5.7  Fri Sep 13 16:27:36 2013
%Reserved for the runlabel
%dt 10 usec  PrintInterval 50 usec
%:time (mS)      stim   Vm (mV)
     4.900       0 0      -3.7
     4.950       0 0      11.2
     5.000       0 0      22.1
     5.050       0 0      28.8
     5.100       0 0      33.0
     5.150       0 0      35.5
     5.200       0 0      37.1
     5.250       0 0      38.2
     5.300       0 0      38.9
     5.350       0 0      39.4
     5.400       0 0      39.8
     5.450       0 0      40.1
     5.500       0 0      40.3
     5.550       0 0      40.5
     5.600       0 0      40.7
     5.650       0 0      40.8
     5.700       0 0      41.0
     5.750       0 0      41.1
     5.800       0 0      41.3
     5.850       0 0      41.4
     5.900       0 0      41.6
     5.950       0 0      41.7
     6.000       0 0      41.9
     6.050       0 0      42.0
     6.100       0 0      42.2
     6.150       0 0      42.3
     6.200       0 0      42.5
     6.250       0 0      42.6
     6.300       0 0      42.8
     6.350       0 0      42.9
     6.400       0 0      43.1
     6.450       0 0      43.2
     6.500       0 0      43.3
     6.550       0 0      43.5
     6.600       0 0      43.6
     6.650       0 0      43.7
     6.700       0 0      43.9
     6.750       0 0      44.0
     6.800       0 0      44.1
     6.850       0 0      44.2
     6.900       0 0      44.3
     6.950       0 0      44.5
     7.000       0 0      44.6
     7.050       0 0      44.7
     7.100       0 0      44.8
     7.150       0 0      44.8
     7.200       0 0      44.9
     7.250       0 0      45.0
     7.300       0 0      45.1
     7.350       0 0      45.2
     7.400       0 0      45.2
     7.450       0 0      45.3
     7.500       0 0      45.4
     7.550       0 0      45.4
     7.600       0 0      45.5
     7.650       0 0      45.5
     7.700       0 0      45.6
     7.750       0 0      45.6
     7.800       0 0      45.7
     7.850       0 0      45.7
     7.900       0 0      45.7
     7.950       0 0      45.7
     8.000       0 0      45.8
     8.050       0 0      45.8
     8.100       0 0      45.8
     8.150       0 0      45.8
     8.200       0 0      45.8
     8.250       0 0      45.8
     8.300       0 0      45.8
     8.350       0 0      45.9
     8.400       0 0      45.9
     8.450       0 0      45.9
     8.500       0 0      45.9
     8.550       0 0      45.9
     8.600       0 0      45.9
     8.650       0 0      45.9
     8.700       0 0      45.8
     8.750       0 0      45.8
     8.800       0 0      45.8
     8.850       0 0      45.8
     8.900       0 0      45.8
     8.950       0 0      45.8
     9.000       0 0      45.8
     9.050       0 0      45.8
     9.100       0 0      45.8
     9.150       0 0      45.8
     9.200       0 0      45.8
     9.250       0 0      45.7
     9.300       0 0      45.7
     9.350       0 0      45.7
     9.400       0 0      45.7
     9.450       0 0      45.7
     9.500       0 0      45.7
     9.550       0 0      45.7
     9.600       0 0      45.7
     9.650       0 0      45.6
     9.700       0 0      45.6
     9.750       0 0      45.6
     9.800       0 0      45.6
     9.850       0 0      45.6
     9.900       0 0      45.6
     9.950       0 0      45.6
    10.000       0 0      45.6
    10.050       0 0      45.5
    10.100       0 0      45.5
    10.150       0 0      45.5
    10.200       0 0      45.5
    10.250       0 0      45.5
    10.300       0 0      45.5
    10.350       0 0      45.5
    10.400       0 0      45.5
    10.450       0 0      45.5
    10.500       0 0      45.4
    10.550       0 0      45.4
    10.600       0 0      45.4
    10.650       0 0      45.4
    10.700       0 0      45.4
    10.750       0 0      45.4
    10.800       0 0      45.4
    10.850       0 0      45.4
    10.900       0 0      45.4
    10.950       0 0      45.4
    11.000       0 0      45.3
    11.050       0 0      45.3
    11.100       0 0      45.3
    11.150       0 0      45.3
    11.200       0 0      45.3
    11.250       0 0      45.3
    11.300       0 0      45.3
    11.350       0 0      45.3
    11.400       0 0      45.3
    11.450       0 0      45.3
    11.500       0 0      45.3
    11.550       0 0      45.3
    11.600       0 0      45.2
    11.650       0 0      45.2
    11.700       0 0      45.2
    11.750       0 0      45.2
    11.800       0 0      45.2
    11.850       0 0      45.2
    11.900       0 0      45.2
    11.950       0 0      45.2
    12.000       0 0      45.2
    12.050       0 0      45.2
    12.100       0 0      45.2
    12.150       0 0      45.2
    12.200       0 0      45.1
    12.250       0 0      45.1
    12.300       0 0      45.1
    12.350       0 0      45.1
    12.400       0 0      45.1
    12.450       0 0      45.1
    12.500       0 0      45.1
    12.550       0 0      45.1
    12.600       0 0      45.1
    12.650       0 0      45.1
    12.700       0 0      45.1
    12.750       0 0      45.1
    12.800       0 0      45.1
    12.850       0 0      45.0
    12.900       0 0      45.0
    12.950       0 0      45.0
    13.000       0 0      45.0
    13.050       0 0      45.0
    13.100       0 0      45.0
    13.150       0 0      45.0
    13.200       0 0      45.0
    13.250       0 0      45.0
    13.300       0 0      45.0
    13.350       0 0      45.0
    13.400       0 0      45.0
    13.450       0 0      44.9
    13.500       0 0      44.9
    13.550       0 0      44.9
    13.600       0 0      44.9
    13.650       0 0      44.9
    13.700       0 0      44.9
    13.750       0 0      44.9
    13.800       0 0      44.9
    13.850       0 0      44.9
    13.900       0 0      44.9
    13.950       0 0      44.9
    14.000       0 0      44.8
    14.050       0 0      44.8
    14.100       0 0      44.8
    14.150       0 0      44.8
    14.200       0 0      44.8
    14.250       0 0      44.8
    14.300       0 0      44.8
    14.350       0 0      44.8
    14.400       0 0      44.8
    14.450       0 0      44.8
    14.500       0 0      44.8
    14.550       0 0      44.7
    14.600       0 0      44.7
    14.650       0 0      44.7
    14.700       0 0      44.7
    14.750       0 0      44.7
    14.800       0 0      44.7
    14.850       0 0      44.7
    14.900       0 0      44.7
    14.950       0 0      44.7
    15.000       0 0      44.6
    15.050       0 0      44.6
    15.100       0 0      44.6
    15.150       0 0      44.6
    15.200       0 0      44.6
    15.250       0 0      44.6
    15.300       0 0      44.6
    15.350       0 0      44.6
    15.400       0 0      44.6
    15.450       0 0      44.5
    15.500       0 0      44.5
    15.550       0 0      44.5
    15.600       0 0      44.5
    15.650       0 0      44.5
    15.700       0 0      44.5
    15.750       0 0      44.5
    15.800       0 0      44.5
    15.850       0 0      44.4
    15.900       0 0      44.4
    15.950       0 0      44.4
    16.000       0 0      44.4
%/ Program ends. Fri Sep 13 17:54:29 2013
% Copyright (c) Roger C. Barr 2013 All rights reserved.
